,course,provider,link,course_length,time_commitment,start_date,current_enrollment,pace,price_£,subject
153,How to Use ChatGPT in Education,edX,https://www.edx.org/learn/computer-programming/edx-how-to-use-chatgpt-in-education?index=product&queryID=b4102116df6402b461007a6796b907a7&position=10&results_level=second-level-results&term=&objectID=course-7915db0f-612c-454b-9750-c9fa6da87906&campaign=How+to+Use+ChatGPT+in+Education&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,1 weeks,1–2 hours per week,Starts Jul 24,10555,Self-paced,15,Computer Science
154,The Health Effects of Climate Change,Harvard University,https://www.edx.org/learn/climate-change/harvard-university-the-health-effects-of-climate-change?index=product&queryID=b4102116df6402b461007a6796b907a7&position=11&results_level=second-level-results&term=&objectID=course-ac3a7ef0-00e1-454b-aa69-abded71c6129&campaign=The+Health+Effects+of+Climate+Change&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,3–5 hours per week,Starts Jul 24,184301,Self-paced,169,Environmental Studies
155,C Programming: Getting Started,Dartmouth College IMT,https://www.edx.org/learn/c-programming/dartmouth-college-c-programming-getting-started?index=product&queryID=b4102116df6402b461007a6796b907a7&position=12&results_level=second-level-results&term=&objectID=course-bb5e9463-0248-4f78-a337-b8bb9d829f2b&campaign=C+Programming%3A+Getting+Started&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,2–4 hours per week,Starts Jul 24,181359,Self-paced,77,Computer Science
156,Academic English: How to Write an Essay,The University of Queensland,https://www.edx.org/learn/professional-writing/the-university-of-queensland-academic-english-how-to-write-an-essay?index=product&queryID=b4102116df6402b461007a6796b907a7&position=13&results_level=second-level-results&term=&objectID=course-94460a36-8f6c-4e50-82cd-47aab6996952&campaign=Academic+English%3A+How+to+Write+an+Essay&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,2–3 hours per week,Starts Jul 24,56261,Self-paced,92,Communication
157,Introduction to Data Wise: A Collaborative Process to Improve Learning & Teaching,Harvard University,https://www.edx.org/learn/teacher-training/harvard-university-introduction-to-data-wise-a-collaborative-process-to-improve-learning-teaching?index=product&queryID=b4102116df6402b461007a6796b907a7&position=14&results_level=second-level-results&term=&objectID=course-86bd9937-82eb-42c0-9acd-ad32445424d7&campaign=Introduction+to+Data+Wise%3A+A+Collaborative+Process+to+Improve+Learning+%26+Teaching&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,1–2 hours per week,Starts Jul 24,151213,Self-paced,0,Education & Teacher Training
158,Energy and Thermodynamics,Harvard University,https://www.edx.org/learn/chemistry/harvard-university-energy-and-thermodynamics?index=product&queryID=b4102116df6402b461007a6796b907a7&position=15&results_level=second-level-results&term=&objectID=course-b4943c80-33c7-4f11-b6f8-4de028dd7251&campaign=Energy+and+Thermodynamics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,4–8 hours per week,Starts Jul 24,24236,Self-paced,193,Chemistry
159,Java Programming: Basic Skills,Codio,https://www.edx.org/learn/java/codio-java-programming-basic-skills?index=product&queryID=b4102116df6402b461007a6796b907a7&position=16&results_level=second-level-results&term=&objectID=course-c4d3188b-7bc9-4b86-ad70-9984a25b5c19&campaign=Java+Programming%3A+Basic+Skills&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,2–3 hours per week,Starts Jul 24,8973,Self-paced,146,Computer Science
160,Child Protection: Children's Rights in Theory and Practice,Harvard University,https://www.edx.org/learn/childrens-rights/harvard-university-child-protection-children-s-rights-in-theory-and-practice?index=product&queryID=b4102116df6402b461007a6796b907a7&position=17&results_level=second-level-results&term=&objectID=course-9c1d402e-ed9e-49e3-874b-dd86d5500408&campaign=Child+Protection%3A+Children%27s+Rights+in+Theory+and+Practice&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,16 weeks,2–6 hours per week,Starts Jul 24,278496,Self-paced,115,Social Sciences
161,"Big Data, Hadoop, and Spark Basics",IBM,https://www.edx.org/learn/big-data/ibm-big-data-hadoop-and-spark-basics?index=product&queryID=b4102116df6402b461007a6796b907a7&position=18&results_level=second-level-results&term=&objectID=course-8bccbfd0-e361-4223-8153-2f7532be1aff&campaign=Big+Data%2C+Hadoop%2C+and+Spark+Basics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,2–3 hours per week,Starts Jul 24,14314,Self-paced,77,Computer Science
162,Ethical Hacking Essentials (EHE),EC-Council,https://www.edx.org/learn/information-security/ec-council-ethical-hacking-essentials-ehe?index=product&queryID=b4102116df6402b461007a6796b907a7&position=19&results_level=second-level-results&term=&objectID=course-adbb5b20-6df0-426e-9e71-1c076796950b&campaign=Ethical+Hacking+Essentials+%28EHE%29&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,1 weeks,16–24 hours per week,Starts Jul 24,17445,Self-paced,100,Computer Science
163,"The Living Amazon: Science, Cultures and Sustainability in Practice",SDG Academy,https://www.edx.org/learn/sustainability/sdg-academy-the-living-amazon-science-cultures-and-sustainability-in-practice?index=product&queryID=b4102116df6402b461007a6796b907a7&position=20&results_level=second-level-results&term=&objectID=course-99fa178b-8715-4906-ae6d-5e5dfb932f4d&campaign=The+Living+Amazon%3A+Science%2C+Cultures+and+Sustainability+in+Practice&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,2–3 hours per week,Starts Jul 24,5418,Self-paced,0,Environmental Studies
164,AWS Cloud Practitioner Essentials,Amazon Web Services,https://www.edx.org/learn/amazon-web-services-aws/amazon-web-services-aws-cloud-practitioner-essentials?index=product&queryID=b4102116df6402b461007a6796b907a7&position=21&results_level=second-level-results&term=&objectID=course-d2267506-5343-454c-b084-f72636db6bd1&campaign=AWS+Cloud+Practitioner+Essentials&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,2–4 hours per week,Starts Jul 24,47707,Self-paced,115,Computer Science
165,Measuring Sustainable Development,SDG Academy,https://www.edx.org/learn/sustainable-development/sdg-academy-measuring-sustainable-development?index=product&queryID=b4102116df6402b461007a6796b907a7&position=22&results_level=second-level-results&term=&objectID=course-3b428d3f-f451-4deb-8da1-ac6ec1a4510c&campaign=Measuring+Sustainable+Development&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,1–3 hours per week,Starts Jul 24,22622,Self-paced,0,Data Analysis & Statistics
166,Statistical Learning with R,Stanford University,https://www.edx.org/learn/statistics/stanford-university-statistical-learning?index=product&queryID=b4102116df6402b461007a6796b907a7&position=23&results_level=second-level-results&term=&objectID=course-ef2fc3ac-b0bc-4004-bd30-d610832d0cdd&campaign=Statistical+Learning+with+R&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,11 weeks,3–5 hours per week,Starts Jul 24,94520,Self-paced,146,Data Analysis & Statistics
167,Fundamentals of TinyML,Harvard University,https://www.edx.org/learn/machine-learning/harvard-university-fundamentals-of-tinyml?index=product&queryID=b4102116df6402b461007a6796b907a7&position=24&results_level=second-level-results&term=&objectID=course-b66c15da-04d4-46f6-a4ea-69109bf159ee&campaign=Fundamentals+of+TinyML&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,2–4 hours per week,Starts Jul 24,62472,Self-paced,231,Data Analysis & Statistics
168,Teamwork & Collaboration,Rochester Institute of Technology,https://www.edx.org/learn/teamwork/rochester-institute-of-technology-teamwork-collaboration?index=product&queryID=65540d8634daadd29491d449d324cd85&position=1&results_level=second-level-results&term=&objectID=course-ec15bd20-bfcd-4e88-8c2b-fbf770e8a38c&campaign=Teamwork+%26+Collaboration&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,4–6 hours per week,Starts Jul 24,17966,Self-paced,154,Communication
169,Finance for Everyone: Smart Tools for Decision-Making,The University of Michigan,https://www.edx.org/learn/financial-literacy/the-university-of-michigan-finance-for-everyone-smart-tools-for-decision-making?index=product&queryID=65540d8634daadd29491d449d324cd85&position=2&results_level=second-level-results&term=&objectID=course-1f714d8d-83f0-47ef-841c-168e95f2c81a&campaign=Finance+for+Everyone%3A+Smart+Tools+for+Decision-Making&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,5–6 hours per week,Starts Jul 24,84225,Self-paced,46,Business & Management
170,Introduction to Marketing,University of British Columbia,https://www.edx.org/learn/marketing/university-of-british-columbia-introduction-to-marketing?index=product&queryID=65540d8634daadd29491d449d324cd85&position=3&results_level=second-level-results&term=&objectID=course-d1768ac3-9e71-45ee-9174-2d553968c8a5&campaign=Introduction+to+Marketing&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,3–5 hours per week,Starts Jul 24,238150,Self-paced,116,Business & Management
171,CS50's Introduction to Programming with R,Harvard University,https://www.edx.org/learn/r-programming/harvard-university-cs50-s-introduction-to-programming-with-r?index=product&queryID=65540d8634daadd29491d449d324cd85&position=4&results_level=second-level-results&term=&objectID=course-62c71fa0-bd42-4a75-90a8-d35efda5fb30&campaign=CS50%27s+Introduction+to+Programming+with+R&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,6–12 hours per week,Starts Jul 24,5725,Self-paced,231,Computer Science
172,Databases: Advanced Topics in SQL,Stanford University,https://www.edx.org/learn/sql/stanford-university-databases-advanced-topics-in-sql?index=product&queryID=65540d8634daadd29491d449d324cd85&position=5&results_level=second-level-results&term=&objectID=course-7575d263-e153-4acc-b972-dfcf8edd9b0c&campaign=Databases%3A+Advanced+Topics+in+SQL&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,2 weeks,8–10 hours per week,Starts Jul 24,40716,Self-paced,53,Computer Science
173,Soft Skills: Develop Interpersonal Skills,IBM,https://www.edx.org/learn/business-communications/ibm-soft-skills-develop-interpersonal-skills?index=product&queryID=65540d8634daadd29491d449d324cd85&position=6&results_level=second-level-results&term=&objectID=course-5c04aa31-189c-488e-816a-2be13ed4c128&campaign=Soft+Skills%3A+Develop+Interpersonal+Skills&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,1 weeks,3–5 hours per week,Starts Jul 24,5930,Self-paced,22,Communication
174,Introduction to Digital Humanities,Harvard University,https://www.edx.org/learn/humanities/harvard-university-introduction-to-digital-humanities?index=product&queryID=65540d8634daadd29491d449d324cd85&position=7&results_level=second-level-results&term=&objectID=course-8dc20524-0918-43ff-8026-2d208d533ed9&campaign=Introduction+to+Digital+Humanities&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,2–4 hours per week,Starts Jul 24,79688,Self-paced,169,Humanities
175,"Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",Harvard University,https://www.edx.org/learn/ethics/harvard-university-bioethics-the-law-medicine-and-ethics-of-reproductive-technologies-and-genetics?index=product&queryID=65540d8634daadd29491d449d324cd85&position=8&results_level=second-level-results&term=&objectID=course-2df50737-b55d-48b7-a86f-77b326e3ee88&campaign=Bioethics%3A+The+Law%2C+Medicine%2C+and+Ethics+of+Reproductive+Technologies+and+Genetics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,1–2 hours per week,Starts Jul 24,136338,Self-paced,169,Medicine
176,Liderazgo y comportamiento organizacional,Tecnológico de Monterrey,https://www.edx.org/learn/leadership/tecnologico-de-monterrey-liderazgo-y-comportamiento-organizacional?index=product&queryID=65540d8634daadd29491d449d324cd85&position=9&results_level=second-level-results&term=&objectID=course-65edec3e-09f7-4320-b541-889d2303135a&campaign=Liderazgo+y+comportamiento+organizacional&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,5–8 hours per week,Starts Jul 24,47284,Self-paced,146,Business & Management
177,50-hour English Language Teaching Methodology,TEFL Org,https://www.edx.org/learn/education/tefl-org-50-hour-english-language-teaching-methodology?index=product&queryID=65540d8634daadd29491d449d324cd85&position=10&results_level=second-level-results&term=&objectID=course-356fc3d5-e738-4cb3-8c6d-0cff70afcf4b&campaign=50-hour+English+Language+Teaching+Methodology&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,1–5 hours per week,Starts Jul 24,8010,Self-paced,231,Education & Teacher Training
178,Project Management Principles,"The University of Maryland, College Park University System of Maryland",https://www.edx.org/learn/project-management/the-university-of-maryland-college-park-project-management-principles?index=product&queryID=65540d8634daadd29491d449d324cd85&position=11&results_level=second-level-results&term=&objectID=course-aef2ea53-da46-4218-a23e-396993cfd06f&campaign=Project+Management+Principles&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,2–3 hours per week,Starts Jul 24,12032,Self-paced,92,Business & Management
179,"U.S. Public Policy: Social, Economic, and Foreign Policies",Harvard University,https://www.edx.org/learn/public-policy/harvard-university-u-s-public-policy-social-economic-and-foreign-policies?index=product&queryID=65540d8634daadd29491d449d324cd85&position=12&results_level=second-level-results&term=&objectID=course-356d8a70-fc0b-4a75-9c3e-eb9f87f6d85c&campaign=U.S.+Public+Policy%3A+Social%2C+Economic%2C+and+Foreign+Policies&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,2–4 hours per week,Starts Jul 24,83626,Self-paced,115,Social Sciences
180,Genetics: The Fundamentals,Massachusetts Institute of Technology,https://www.edx.org/learn/genetics/massachusetts-institute-of-technology-genetics-the-fundamentals?index=product&queryID=65540d8634daadd29491d449d324cd85&position=13&results_level=second-level-results&term=&objectID=course-100103b4-353a-457b-927c-4a3f518cecc5&campaign=Genetics%3A+The+Fundamentals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,4–6 hours per week,Starts Jul 24,15976,Self-paced,77,Biology & Life Sciences
181,AWS Cloud Technical Essentials,Amazon Web Services,https://www.edx.org/learn/amazon-web-services-aws/amazon-web-services-aws-cloud-technical-essentials?index=product&queryID=65540d8634daadd29491d449d324cd85&position=14&results_level=second-level-results&term=&objectID=course-1598bd52-f62f-4596-808d-4bc993da4929&campaign=AWS+Cloud+Technical+Essentials&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,2–4 hours per week,Starts Jul 24,23979,Self-paced,146,Computer Science
182,Introduction to Object-Oriented Programming with Java I: Foundations and Syntax Basics,The Georgia Institute of Technology,https://www.edx.org/learn/java/the-georgia-institute-of-technology-introduction-to-object-oriented-programming-with-java-i-foundations-and-syntax-basics?index=product&queryID=65540d8634daadd29491d449d324cd85&position=15&results_level=second-level-results&term=&objectID=course-4383ff55-5943-4a5a-a538-06b09ac8742b&campaign=Introduction+to+Object-Oriented+Programming+with+Java+I%3A+Foundations+and+Syntax+Basics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,5–6 hours per week,Starts Jul 24,33418,Self-paced,193,Computer Science
